filename;iterCount;barIterCount;runtime;fingerprint;numVars;nodeCount;solCount;maxBound;minBound;maxObjCoeff;minObjCoeff;maxRHS;minRHS;size;leftoverTechniques;justEnoughDoubleNeighbours;oneUnsolvedNeighbour;islandRemainingValueEqualsToUnfinishedNeighboursRemainingValue;fourOnTheSide;sixInTheMiddle;threeInTheCornerFiveOnTheSideAndSevenInTheMiddle;islandRemainingValueEqualsToUnfinishedNeighboursRemainingBridges;isolationOfATwoIslandSegment;isolationOfASegment;isolationWhenASegmentConnectsToAnotherSegment;addRandomBridge;remainingIslands;remainingValue;sumValues;retry;correctlySolved;averageBridgeLength;averageNumberOfNeighbours;Time;difficulty
filename;0.0; 0.0; 0.0041484832763671875; -2.17122335E8; 578.0; 0.0; 1.0; 2.0; 1.0; 0.0; 0.0; 16.0; 1.0; 49.0; 8.0; 2.0; 4.0; 2.0; 0.0; 0.0; 2.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 10.0; 0.0; 1.4375; 1.8823529411764706; 7.0;EASY
